Title,AGSL Call Number,Description,Language,Creator,Provider,Resource Class,Resource Type,Theme,Temporal Coverage,Date Issued,Index Year,Spatial Coverage,Member Of,Geometry,Bounding Box,Rights,Access Rights,Format,Information,Download,ID,Identifier,Column1,Modified,Metadata Version,Suppressed,Index Map,Github View
"OpenIndexMap: Hungary 1:75,000 (German)","642-b A-1:75,000","This is a digital index map to serve as a finding aid for Hungary 1:75,000 (German)",ger,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1936 to 1944,,1936|1938|1940|1944,,,"ENVELOPE(16.33333,24.83333,49.25,45.5)","ENVELOPE(16.33333,24.83333,49.25,45.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/642ba75000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/642ba75000.geojson,642ba75000,642ba75000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/642ba75000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/642ba75000.geojson
"OpenIndexMap: Hungary 1:75,000 (Hungarian)","642-b A-1:75,000b","This is a digital index map to serve as a finding aid for Hungary 1:75,000 (Hungarian)",hun,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1927,,1927,,,"ENVELOPE(15.83333,23.33333,48.75,45.5)","ENVELOPE(15.83333,23.33333,48.75,45.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/642ba75000b,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/642ba75000b.geojson,642ba75000b,642ba75000b.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/642ba75000b.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/642ba75000b.geojson
"OpenIndexMap: Mapa topograficzna Polska 1:100,000","644-b A-1:100,000","This is a digital index map to serve as a finding aid for Mapa topograficzna Polska 1:100,000",pol,Wojskowy Instytut Geograficzny,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1911 to 1939,,1911|1912|1913|1914|1915|1916|1917|1922|1923|1924|1925|1926|1927|1928|1929|1930|1931|1932|1933|1934|1935|1936|1937|1938|1939,,,"ENVELOPE(14.33333,28.83333,56,47.71667)","ENVELOPE(14.33333,28.83333,56,47.71667)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/644bA100000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA100000.geojson,644bA100000,644bA100000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA100000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/644bA100000.geojson
"OpenIndexMap: Poland 1:25,000 (Polish)","644-b A-1:25,000","This is a digital index map to serve as a finding aid for Poland 1:25,000 (Polish)",pol,Wojskowy Instytut Geograficzny,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1930,,1930,,,"ENVELOPE(15.83333,27.66667,55.75,49.25)","ENVELOPE(15.83333,27.66667,55.75,49.25)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/644bA25000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA25000.geojson,644bA25000,644bA25000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA25000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/644bA25000.geojson
"OpenIndexMap: Poland 1:25,000 (German)","644-b A-1:25,000b","This is a digital index map to serve as a finding aid for Poland 1:25,000 (German)",ger,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1941,,1941,,,"ENVELOPE(18.33333,21.33333,54.75,49.16667)","ENVELOPE(18.33333,21.33333,54.75,49.16667)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/644bA25000b,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA25000b.geojson,644bA25000b,644bA25000b.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA25000b.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/644bA25000b.geojson
"OpenIndexMap: Karte der Tschechoslowakei 1:75,000","646-b A-1:75,000","This is a digital index map to serve as a finding aid for Karte der Tschechoslowakei 1:75,000",ger,Germany. Army. Department for War Mapping and Surveying,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1925 to 1938,,1925|1927|1928|1929|1930|1932|1933|1934|1935|1936|1937|1938,,,"ENVELOPE(11.83333,24.83333,51.25,47.5)","ENVELOPE(11.83333,24.83333,51.25,47.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/646bA75000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/646bA75000.geojson,646bA75000,646bA75000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/646bA75000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/646bA75000.geojson
"OpenIndexMap: Czechoslovakia 1:75,000 (German)","646-b A-1:75,000b","This is a digital index map to serve as a finding aid for Czechoslovakia 1:75,000 (German)",ger,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1938,,1938,,,"ENVELOPE(12.33333,24.33333,51,48)","ENVELOPE(12.33333,24.33333,51,48)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/646bA75000b,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/646bA75000b.geojson,646bA75000b,646bA75000b.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/646bA75000b.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/646bA75000b.geojson
"OpenIndexMap: Greece 1:100,000 (German)","665-b A-1:100,000 German","This is a digital index map to serve as a finding aid for Greece 1:100,000 (German)",ger,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1929 to 1944,,1929|1931|1932|1933|1934|1935|1936|1938|1939|1940|1941|1942|1943|1944,,,"ENVELOPE(19.21667,26.71667,42,36)","ENVELOPE(19.21667,26.71667,42,36)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/665bA100000_german,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA100000_german.geojson,665bA100000_german,665bA100000_german.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA100000_german.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA100000_german.geojson
"OpenIndexMap: Greece 1:100,000 (Greek)","665-b A-1:100,000 Greek","This is a digital index map to serve as a finding aid for Greece 1:100,000 (Greek)",gre,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1920 to 1941,,1920|1926|1927|1928|1929|1931|1932|1933|1934|1935|1936|1938|1939|1941,,,"ENVELOPE(20.71667,26.71667,41.5,34.5)","ENVELOPE(20.71667,26.71667,41.5,34.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/665bA100000_greek,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA100000_greek.geojson,665bA100000_greek,665bA100000_greek.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA100000_greek.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA100000_greek.geojson
"OpenIndexMap: Chartes ton nomon tes Hellados 1:200,000","665-b A-1:200,000","This is a digital index map to serve as a finding aid for Chartes ton nomon tes Hellados 1:200,000",gre,National Statistical Service of Greece,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1963 to 1972,,1963|1972,,,"ENVELOPE(19.31667,29.66667,41.8,34.7)","ENVELOPE(19.31667,29.66667,41.8,34.7)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/665bA200000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA200000.geojson,665bA200000,665bA200000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA200000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA200000.geojson
"OpenIndexMap: Greek Islands 1:25,000 (German)","665-b A-1:25,000","This is a digital index map to serve as a finding aid for Greek Islands 1:25,000 (German)",ger,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1943,,1943,,,"ENVELOPE(25.18333,27.125,37.83333,36.21667)","ENVELOPE(25.18333,27.125,37.83333,36.21667)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/665bA25000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA25000.geojson,665bA25000,665bA25000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA25000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA25000.geojson
"OpenIndexMap: Greece 1:50,000 (German)","665-b A-1:50,000 German","This is a digital index map to serve as a finding aid for Greece 1:50,000 (German)",ger,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1920 to 1944,,1920|1940|1943|1944,,,"ENVELOPE(21.05,24.71667,41.25,35.5)","ENVELOPE(21.05,24.71667,41.25,35.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/665ba50000_German,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665ba50000_German.geojson,665ba50000_German,665ba50000_German.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665ba50000_German.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665ba50000_German.geojson
"OpenIndexMap: Greece 1:50,000 (Greek)","665-b A-1:50,000 Greek","This is a digital index map to serve as a finding aid for Greece 1:50,000 (Greek)",gre,,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1939 to 1941,,1939|1940|1941,,,"ENVELOPE(20.71667,24.71667,41,34.95)","ENVELOPE(20.71667,24.71667,41,34.95)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/665bA50000_greek,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA50000_greek.geojson,665bA50000_greek,665bA50000_greek.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA50000_greek.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA50000_greek.geojson
"OpenIndexMap: Greece 1:75,000 (Greek)","665-b A-1:75,000","This is a digital index map to serve as a finding aid for Greece 1:75,000 (Greek)",gre,Grecian General Staff,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1908 to 1912,,1908|1909|1910|1911|1912,,,"ENVELOPE(21.21667,23.71667,41,38.5)","ENVELOPE(21.21667,23.71667,41,38.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/665bA75000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA75000.geojson,665bA75000,665bA75000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA75000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA75000.geojson
"OpenIndexMap: Karte des westlichen Russlands 1:100,000","685-b A-1:100,000","This is a digital index map to serve as a finding aid for Karte des westlichen Russlands 1:100,000",ger,Prussian State Survey,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1885 to 1919,,1885|1912|1913|1914|1916|1917|1918|1919,,,"ENVELOPE(17.83333,27.33333,59.5,50)","ENVELOPE(17.83333,27.33333,59.5,50)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/685bA100000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/685bA100000.geojson,685bA100000,685bA100000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/685bA100000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/685bA100000.geojson
"OpenIndexMap: California Desert National Conservation Area Access Guide 1:100,000","813-c/b .D47 A-1:100,000",This is a digital index map to serve as a finding aid for Desert access guide. California Desert National Conservation Area edited and published by the Bureau of Land Management.,eng,United States. Bureau of Land Management,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1986 to 1992,,1986|1988|1989|1992,,,"ENVELOPE(-118.5,-114.1,37.68333,32.56667)","ENVELOPE(-118.5,-114.1,37.68333,32.56667)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/813cb_d47A100000,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/813cb_d47A100000.geojson,813cb_d47A100000,813cb_d47A100000.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/813cb_d47A100000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/813cb_d47A100000.geojson
"OpenIndexMap: Tennessee Geological Maps 1:24,000","881-b G-1:24,000 GM","This is a digital index map to serve as a finding aid for Tennessee Geological Maps 1:24,000",eng,Tennessee Division of Geology,American Geographical Society Library – UWM Libraries,Maps,Index Maps,,1962 to 2001,,1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1978|1979|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1998|2000|2001,,,"ENVELOPE(-90.3,-82.5,36.75,34.98333)","ENVELOPE(-90.3,-82.5,36.75,34.98333)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/881bG24000_GM,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/881bG24000_GM.geojson,881bG24000_GM,881bG24000_GM.geojson,,2026-03-30T18:00:15Z,Aardvark,0,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/881bG24000_GM.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/881bG24000_GM.geojson
